bin_left,bin_right,count,acc,conf,gap
0.0,0.1,188,0.07446808510638298,0.022324256297228447,-0.052143828809154524
0.1,0.2,43,0.18604651162790697,0.1468041683388594,-0.039242343289047577
0.2,0.30000000000000004,21,0.23809523809523808,0.23771274948108284,-0.0003824886141552408
0.30000000000000004,0.4,10,0.2,0.3486593193933367,0.1486593193933367
0.4,0.5,3,0.3333333333333333,0.4390349373221398,0.10570160398880646
0.5,0.6000000000000001,2,0.0,0.5778801461060842,0.5778801461060842
0.6000000000000001,0.7000000000000001,1,0.0,0.6399598012367884,0.6399598012367884
0.7000000000000001,0.8,2,0.0,0.7243874415755271,0.7243874415755271
0.8,0.9,1,0.0,0.8670961956183115,0.8670961956183115
