bin_left,bin_right,count,acc,conf,gap
0.0,0.1,151,0.052980132450331126,0.03991922951850079,-0.013060902931830334
0.1,0.2,58,0.08620689655172414,0.1455186935023594,0.059311796950635265
0.2,0.30000000000000004,26,0.23076923076923078,0.23606522364709046,0.005295992877859673
0.30000000000000004,0.4,14,0.5,0.33648107136998856,-0.16351892863001144
0.4,0.5,12,0.4166666666666667,0.43637094434557683,0.019704277678910143
0.5,0.6000000000000001,5,0.6,0.5642042964696884,-0.035795703530311584
0.6000000000000001,0.7000000000000001,3,0.6666666666666666,0.6382577727238338,-0.028408893942832858
0.7000000000000001,0.8,1,0.0,0.7653895060221354,0.7653895060221354
0.8,0.9,1,0.0,0.8468303620815277,0.8468303620815277
