song_id,boundary_distance,entropy,distance_group
1309,1.5,0.4672211584932867,far
1341,1.5,1.0914845188024065,far
819,0.7000000000000002,0.8204017107451566,middle
1019,0.7000000000000002,0.5836883373216717,middle
1771,0.09999999999999964,1.0487780973760623,near
1383,0.5999999999999996,0.9392900482002362,middle
726,1.4,1.0839648895487963,far
1784,0.09999999999999964,0.7274982602000506,near
556,0.5999999999999996,0.5411544849004873,middle
10,0.2999999999999998,0.8634897624607805,near
826,0.2999999999999998,0.5435737986428564,near
1520,0.2999999999999998,0.067607630157401,near
1654,0.20000000000000018,1.18341252992071,near
1108,0.20000000000000018,1.1794257109258952,near
855,0.5,0.9704790848342764,middle
1063,0.20000000000000018,0.5268541137035854,near
428,1.5999999999999996,0.9985680076742948,far
1912,0.40000000000000036,0.6828756227743442,middle
442,0.5,1.06117700005354,middle
1057,0.2999999999999998,0.6862444211876892,near
594,0.7999999999999998,1.0482328465075983,far
1192,1.2999999999999998,0.5899758142328723,far
691,0.0,0.3679398206577501,near
143,0.09999999999999964,0.4505135445942737,near
358,0.5999999999999996,1.3086735980016395,middle
62,1.1,0.4523200849439318,far
1580,0.20000000000000018,0.229427010990634,near
1391,0.7000000000000002,0.7059305365404286,middle
1612,1.2000000000000002,0.5188894710068321,far
222,0.7000000000000002,0.4442784659241716,middle
405,1.0999999999999996,0.122011781519278,far
1574,0.40000000000000036,0.4531661516520137,middle
732,0.5999999999999996,0.5389338456812778,middle
1738,0.20000000000000018,1.2748867019218906,near
1443,0.7999999999999998,0.9714053251765892,far
423,0.20000000000000018,0.6430653553139964,near
614,0.7000000000000002,1.0198948297767585,middle
936,0.2999999999999998,0.71156769682476,near
134,0.40000000000000036,1.041309982286854,middle
758,0.20000000000000018,0.7079155350446733,near
1610,0.9000000000000004,0.8736442249121428,far
1386,0.0,0.3740112602966347,near
1273,0.20000000000000018,0.6579913782053464,near
1724,1.2999999999999998,0.1043160457409703,far
1237,0.9000000000000004,1.255856835498293,far
1358,1.0,0.0224047901362081,far
45,0.09999999999999964,1.006507899426995,near
298,0.40000000000000036,0.8883365056430399,middle
1204,0.5,0.1197245268440103,middle
477,2.0999999999999996,0.2937374566088219,far
466,0.9000000000000004,0.4253441757502463,far
661,2.2,0.907736796654727,far
1894,0.20000000000000018,0.6383495744095167,near
1930,0.40000000000000036,0.4177617533071997,middle
65,0.7999999999999998,0.2040667127862916,far
673,1.5999999999999996,0.388534608844887,far
1757,0.0,0.4242737992953571,near
359,1.2999999999999998,0.1310500432643913,far
473,0.5,0.5726410884017523,middle
1618,1.0999999999999996,0.2220601622680164,far
632,0.40000000000000036,0.9240255033645752,middle
1017,0.9000000000000004,0.8410123455114903,far
1264,0.40000000000000036,0.4528658614202488,middle
688,0.0,0.753256537417284,near
1679,0.40000000000000036,0.3132036646761606,middle
1727,0.09999999999999964,0.0561111786215486,near
988,0.40000000000000036,0.8361803779276924,middle
882,0.20000000000000018,1.1581411859585322,near
1003,0.2999999999999998,1.1623542124631,near
